If you liked (ID),If you liked (Title),Recommendation 1 (ID),Recommendation 1 (Title),Similarity 1,Recommendation 2 (ID),Recommendation 2 (Title),Similarity 2,Recommendation 3 (ID),Recommendation 3 (Title),Similarity 3,Recommendation 4 (ID),Recommendation 4 (Title),Similarity 4,Recommendation 5 (ID),Recommendation 5 (Title),Similarity 5
1078,'Magenta' Is Google's New Project To Make Art With Artificial Intelligence,2736,Celebrating TensorFlow's First Year,0.2073,1226,Machine learning at the museum: this week on Google Cloud Platform,0.2032,1842,"Google Sprints Ahead in AI Building Blocks, Leaving Rivals Wary",0.1841,393,Google Is About to Supercharge Its TensorFlow Open Source AI,0.1779,1205,Ouça a música criada pela inteligência artificial do Google | Google Discovery,0.1755
1079,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",2684,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",0.3850,1188,Nubank: o futuro dos cartões de crédito [CT Entrevista] - Canaltech Entrevista,0.3699,263,Especial: 5 startups brasileiras que podem tornar-se Unicórnios,0.3053,2889,Nubank pode fechar as portas se BC confirmar mudança amanhã,0.2984,2888,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,0.2843
1080,Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.,913,Making Apache Spark Easier to Use in Java with Java 8 - Cloudera Engineering Blog,0.3326,914,Making Apache Spark Easier to Use in Java with Java 8 - Cloudera Engineering Blog,0.3326,1348,"Google Cloud Dataproc - the fast, easy and safe way to try Spark 2.0-preview | Google Cloud Big Data and Machine Learning Blog",0.2892,2668,GPU Acceleration in Databricks,0.2409,769,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,0.2337
1081,"Digital manufacturing could eliminate warehouses, create on-demand production",899,3Dprintler lets you order a 3D print via chatbot,0.3169,1544,How to finish 3D printed PLA objects,0.3072,2872,Kickstarter 3D printer will print circuit boards as part of your designs,0.2792,2989,"Signs suggest that 101Hero, the $49 3D printer, was too good to be true",0.1708,2951,Cognizant Named a Digital Transformation Leader in the Life Science Industry,0.1444
1082,Pastejacking,2964,Mastering Bash and Terminal,0.2781,3115,Command-line utilities,0.2185,2070,How to Start a Telegram Bot With PHP,0.1201,1403,Code reuse in microservices architecture - with Spring Boot,0.1169,3012,Building a Facebook Chat Bot with Node and Heroku,0.1121
1083,My Quantum Circuit Simulator: Quirk,781,IBM Is Now Letting Anyone Play With Its Quantum Computer,0.4158,416,Humans Can Still Do One Thing Better Than AI,0.3392,200,Cello,0.2169,172,A programming language for living cells,0.1572,1599,"Meet Articoolo, the robot writer with content for brains",0.1393
1084,Type-based aliasing in C,1725,PHP 7 Support in PhpStorm 2016.2,0.2286,2216,Optimize Arduino Memory Usage,0.1557,2992,The Ultimate Solution to Versioning REST APIs: Content Negotiation,0.1396,2540,Real World Swift Performance,0.1360,2541,Real World Swift Performance,0.1360
1085,Atlassian launches Bitbucket Pipelines,1087,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,0.5184,2936,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio,0.2054,1879,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,0.1917,2631,Introducing JIRA Software for iPhone,0.1870,1617,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket,0.1624
1086,"Facebook ditches Bing, 800M users now see its own AI text translations",2595,Google's new translation software is almost as good as human translators,0.2934,2447,"A Neural Network for Machine Translation, at Production Scale",0.2830,2204,98 personal data points that Facebook uses to target ads to you,0.2773,1298,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,0.2642,641,Facebook at Work pushed to 'later this year',0.2349
1087,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,1085,Atlassian launches Bitbucket Pipelines,0.5184,1617,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket,0.2262,1879,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,0.2150,1651,The Business Case for Continuous Delivery | Continuous Delivery | Atlassian,0.2020,2074,Taking Microservices Home - NGINX,0.1371
1088,SwiftyDB - An alternative for managing SQLite Databases on iOS,961,Optimizing Elasticsearch Searches,0.1999,815,29 Common Google Analytics Data Errors And How To Fix Them,0.1858,2540,Real World Swift Performance,0.1546,2541,Real World Swift Performance,0.1546,1856,A Beginner's Guide To Understanding Convolutional Neural Networks,0.1339
1089,Sources: Snapchat is raising more money at about a $20 billion valuation,143,Snapchat shares security best practices for running on GCP,0.2711,155,Slack raises $200m at $3.8b valuation for business messaging,0.1772,2118,Optimize Your Agile Growth Strategy with Cloud,0.1691,2526,3 Pillars of the Most Successful Tech Products,0.1628,1934,Google's Cloud Investments are Finally Starting to Pay Off,0.1488
1090,Comparing React.js to Vue.js for dynamic tabular data,436,Say Hello to React CDK - KADIRA VOICE,0.2753,2313,"""create-react-app"" and the future of creating React applications",0.2369,2415,Creating Universal Windows Apps with React Native,0.2200,2051,Angular 2 versus React: There Will Be Blood - Free Code Camp,0.2143,2028,Um exemplo starter kit para static websites,0.1905
1091,'Robô-rancheiro' conseguirá cuidar sozinho de fazendas de gado,2351,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,0.2235,1961,IoT a favor do relacionamento médico-paciente,0.2215,1892,Tecnologia transforma gestão na área de saúde | EXAME.com,0.2136,1382,[Books] Biblioteca FIXE: Sugestões de Leitura,0.2124,1930,Onde a tecnologia e o cuidado se encontram? - Saúde Business,0.2111
1092,ASSISTA: show une 100 drones e uma orquestra sinfônica para quebrar recorde mundial | VIP,1971,Alphabet testará drones de entrega nos Estados Unidos,0.2001,2854,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",0.1873,1613,MOBILE TIME - Drones vão ajudar pequenos agricultores no Brasil,0.1834,1443,Branding é problema seu. E meu.,0.1777,1191,Por que o Walmart não é Walmart no Brasil,0.1716
1093,"No, Apple isn't the next BlackBerry - it's the next Microsoft",799,"Apple, Set to Move to Its Spaceship, Should Try More Moonshots",0.3419,2202,An Exclusive Look at How AI and Machine Learning Work at Apple - Backchannel,0.3224,1209,How Apple Keyboards Lost a Logo and Windows PCs Gained One,0.3215,2300,Apple's secret strategy: Underpromise and overdeliver,0.3003,1073,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,0.2990
1094,Up your DevOps chops with this online Kubernetes class,1167,Scalable Microservices with Kubernetes | Udacity,0.4898,1624,Creating a scalable API with microservices,0.2933,1221,How Kubernetes takes container workload portability to the next level,0.2333,2450,​Kubernetes 1.4: One DevOps tool to rule all the containers | ZDNet,0.2330,1805,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,0.2290
1095,The sales secrets of high-growth companies,1559,A new sales technology stack is coming,0.4119,1936,Two Different Sales Motions . . . .,0.3510,1263,Google lags behind Amazon and Microsoft's cloud in one important area,0.3028,2289,The surprising truth about which countries lead in digital,0.2607,2392,Building organizational capabilities: McKinsey Global Survey results,0.2607
1096,Globant acquires WAE to continue advancing in the creation of digital journeys,2751,Globant Acquires L4 to Strengthen its Lead Position in the Digital Services Space,0.6035,1445,Globant Recognized as a Worldwide Leader of Digital Strategy Consulting Services by IDC MarketScape report,0.4675,2482,The new tech talent you need to succeed in digital,0.1429,2289,The surprising truth about which countries lead in digital,0.1395,1675,Organizing for digital acceleration: Making a two-speed IT operating model work,0.1389
1097,Million Song Dataset | scaling MIR research,162,"The inside story of how Amazon created Echo, the next billion dollar business no one saw coming",0.1823,1590,Making open source data more available,0.1745,2485,Introducing the Open Images Dataset,0.1627,170,Scanning hyperspace: how to tune machine learning models,0.1558,1595,GitHub on BigQuery: Analyze all the open source code,0.1244
1098,Rede de hotéis faz promoção relâmpago com diárias por R$ 25,1943,Dicas para aumentar produtividade: 14 dicas incríveis.,0.1650,2393,OKR e meta: minha experiência no Runrun.it,0.1585,1051,"Conheça as ferramentas digitais que utilizo na minha empresa para resolver problemas, tornar o...",0.1560,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.1532,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.1494
1099,Tech in Brazil is booming despite the country's political troubles,1928,Corporate venture growth in Brazil is another sign of a mature tech ecosystem,0.4484,1256,Meet the new Brazilian consumer,0.3609,1523,Latin America's chronic inefficiency could drive more O2O commerce growth,0.3565,1609,Workplace diversity in Brazil: there's still a long way to go,0.2160,1114,B2B Ecommerce Growing; Becoming More Like B2C,0.1816
1100,Login sem senha no Android deve chegar até o final de 2016 | Google Discovery,1343,Android irá recomendar aplicativos baseado na localização | Google Discovery,0.3512,1324,Inbox by Gmail ganha formatação de texto | Google Discovery,0.3371,1057,"Google lança Science Journal, aplicativo de ciências para Android | Google Discovery",0.3320,805,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery",0.3287,632,"Google anuncia MODE, pulseiras com tecnologia snap-and-swap para Android Wear | Google Discovery",0.3245
1101,How We Migrated Our Backend to Spring Boot in 3 Weeks - Stormpath User Identity API,1967,Spring Boot 1.4 released,0.6058,3037,Spring Boot 1.5.1 released,0.5385,2671,Combining Spring Boot and JDBI,0.5031,461,Spring DAO vs Spring ORM vs Spring JDBC,0.4237,2651,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",0.3829
1102,An incumbent's guide to digital disruption,51,The economic essentials of digital strategy,0.3188,2290,NOW NEW NEXT: How growth champions create new value,0.2389,2257,Making digital strategy a reality in insurance,0.2351,1075,State of the Digital Nation 2016,0.2334,288,Building a digital-banking business,0.2243
1103,2016's Best Books for Entrepreneurs (So Far),2345,So long MVP. Hello Minimum Loveable Product.,0.1811,1522,Bill Gates Recommends These 9 Books to Make You a Better Entrepreneur and a Better Person,0.1740,1254,Building Products,0.1364,3055,Behind the Scam: What Does It Take to Be a 'Best-Selling Author'? $3 and 5 Minutes. - The Mission,0.1337,687,Being A Developer After 40 - Free Code Camp,0.1313
1104,Não existe frete grátis!,2763,Black Friday salva o ano do e-commerce,0.3472,1925,Olhando para o futuro: 5 pontos de atenção,0.3186,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.3170,1752,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,0.3130,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.3052
1105,Return of incandescent light bulbs as MIT makes them more efficient than LEDs,2355,Pixelated photos and licence plates can be unblurred using artificial intelligence,0.1305,954,Artem vs. Predator,0.0984,15,The internet of a billion things | ET CIO,0.0870,2654,Microsoft's Digital Post-It Is Powered By Your Office's Horrible Lighting,0.0785,589,Raspberry Pi gets an 8-megapixel Sony camera upgrade,0.0600
1106,Open Sourcing Twitter Heron | Twitter Blogs,1390,Spark fragmentation undermines community,0.1058,1946,The Netflix Tech Blog: Distributed Resource Scheduling with Apache Mesos,0.0974,1332,Intel's internal IoT platform for real-time enterprise analytics,0.0938,1682,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all",0.0933,3022,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",0.0933
1107,Cross-channel user experiences with Drupal,1217,Cross-channel user experiences with Drupal (awesome video demo!),1.0000,715,Dries Buytaert,0.3115,1592,Drupal and ambitious digital experiences,0.2941,493,Drupal 8.1.0 is now available,0.2905,2190,14 Cool Drupal 8 modules for site builders | August 2016,0.2893
1108,Google's artificial intelligence is going in the wrong direction,2026,WeChat's world,0.3471,884,Google I/O 2016 Preview: A Chrome/Android merger? Project Tango? VR?,0.3213,2446,"Google saves Allo conversations, a win for machine learning but a loss for privacy - Tech2",0.3201,1300,The battle for the post-digital world,0.3035,1054,"Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale",0.2946
1109,Como integrar marketing de impressos e marketing digital no e-commerce | EXAME.com,2763,Black Friday salva o ano do e-commerce,0.3836,1943,Dicas para aumentar produtividade: 14 dicas incríveis.,0.3829,1925,Olhando para o futuro: 5 pontos de atenção,0.3826,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.3667,2939,Como o Trello foi de 4 a 17 milhões de usuários,0.3663
1110,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",1191,Por que o Walmart não é Walmart no Brasil,0.4898,3087,O IPO é a saída para a Netshoes?,0.4878,2763,Black Friday salva o ano do e-commerce,0.4339,2571,A saga do jovem CEO da Dasa,0.4318,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.4273
1111,Finding The Meaning Of Artificial Intelligence At Google I/O,938,Clarifying the uses of artificial intelligence in the enterprise,0.3488,1495,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.3431,2252,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",0.3425,2847,Andrew Ng: What AI Can and Can't Do,0.3329,2560,Here's how The White House wants the U.S. to approach AI R&D,0.3190
1112,Seguradora aposta em inovação e criatividade para driblar a crise,3016,Especialistas trazem tendências de UX para 2017 - KingHost,0.3535,2763,Black Friday salva o ano do e-commerce,0.3496,1925,Olhando para o futuro: 5 pontos de atenção,0.3455,2571,A saga do jovem CEO da Dasa,0.3450,1807,Como o Pokémon Go ajuda a explicar por que o Brasil é um país pobre,0.3444
